CÓDIGO,AÑO DE INGRESO,REGIÓN,DEPARTAMENTO,DISTRITO,SEXO,EDAD,ESTUDIOS ALCANZADOS,OCUPACIÓN,CARRERA PROFESIONAL O TÉCNICA
MCC-2021-2464,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,M,39,LICENCIADO/BACHILLER,DESEMPLEADO,INGENIERIA INDUSTRIAL
MCC-2021-2465,2021,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,M,39,MAESTRIA,LABORANDO,ARQUITECTURA
MCC-2021-2466,2021,LA LIBERTAD,TRUJILLO,HUANCHACO,M,39,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2021-2467,2021,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,F,38,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION
MCC-2021-2468,2021,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,M,36,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION
MCC-2021-2469,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,M,40,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2021-2470,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,M,36,LICENCIADO/BACHILLER,LABORANDO,DERECHO
MCC-2021-2471,2021,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,M,35,LICENCIADO/BACHILLER,ESTUDIANTE,ARQUITECTURA
MCC-2021-2472,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,M,37,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2021-2473,2021,LA LIBERTAD,TRUJILLO,LA ESPERANZA,F,34,ESTUDIANTE PREGRADO,DESEMPLEADO,NO INFORMO
MCC-2021-2474,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,F,33,LICENCIADO/BACHILLER,DESEMPLEADO,DERECHO
MCC-2021-2475,2021,LA LIBERTAD,TRUJILLO,HUANCHACO,F,30,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2021-2476,2021,LA LIBERTAD,OTUZCO,OTUZCO,F,29,ESTUDIANTE PREGRADO,DESEMPLEADO,CONTABILIDAD
MCC-2021-2477,2021,LA LIBERTAD,TRUJILLO,LA ESPERANZA,M,28,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2021-2478,2021,LA LIBERTAD,CHEPEN,CHEPEN,F,28,LICENCIADO/BACHILLER,DESEMPLEADO,DERECHO
MCC-2021-2479,2021,LA LIBERTAD,TRUJILLO,LA ESPERANZA,M,28,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2021-2480,2021,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,F,28,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2021-2481,2021,LA LIBERTAD,JULCAN,CALAMARCA,M,27,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2021-2482,2021,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,M,27,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2021-2483,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,F,27,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2021-2484,2021,LA LIBERTAD,TRUJILLO,HUANCHACO,F,28,LICENCIADO/BACHILLER,LABORANDO,ARQUITECTURA
MCC-2021-2485,2021,LA LIBERTAD,TRUJILLO,LA ESPERANZA,M,23,LICENCIADO/BACHILLER,DESEMPLEADO,NO INFORMO
MCC-2021-2486,2021,LA LIBERTAD,TRUJILLO,LA ESPERANZA,F,24,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2021-2487,2021,LA LIBERTAD,TRUJILLO,MOCHE,F,23,LICENCIADO/BACHILLER,DESEMPLEADO,DERECHO
MCC-2021-2488,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,M,24,ESTUDIANTE PREGRADO,LABORANDO,INGENIERIA INDUSTRIAL
MCC-2021-2489,2021,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,M,21,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA INDUSTRIAL
MCC-2021-2490,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,F,26,LICENCIADO/BACHILLER,PRACTICANTE,DERECHO
MCC-2021-2491,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,M,23,ESTUDIANTE PREGRADO,ESTUDIANTE,ECONOMIA
MCC-2021-2492,2021,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,F,24,LICENCIADO/BACHILLER,LABORANDO,ARQUITECTURA
MCC-2021-2493,2021,LA LIBERTAD,ASCOPE,PAIJAN,F,24,ESTUDIANTE PREGRADO,DESEMPLEADO,ADMINISTRACION
MCC-2021-2494,2021,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,M,27,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2021-2495,2021,LA LIBERTAD,ASCOPE,CASA GRANDE,M,26,LICENCIADO/BACHILLER,ESTUDIANTE,ECONOMIA
MCC-2021-2496,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,M,23,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2021-2497,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,M,24,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2021-2498,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,F,24,LICENCIADO/BACHILLER,DESEMPLEADO,INGENIERIA CIVIL
MCC-2021-2499,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,F,26,LICENCIADO/BACHILLER,DESEMPLEADO,CIENCIAS SOCIALES
MCC-2021-2500,2021,LA LIBERTAD,PACASMAYO,GUADALUPE,M,30,SECUNDARIA,DESEMPLEADO,NO INFORMO
MCC-2021-2501,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,M,24,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2021-2502,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,M,23,ESTUDIANTE PREGRADO,PRACTICANTE,INGENIERIA CIVIL
MCC-2021-2503,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,M,25,LICENCIADO/BACHILLER,PRACTICANTE,ECONOMIA
MCC-2021-2504,2021,LA LIBERTAD,TRUJILLO,HUANCHACO,F,26,LICENCIADO/BACHILLER,DESEMPLEADO,DERECHO
MCC-2021-2505,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,M,28,MAESTRIA,LABORANDO,INGENIERIA CIVIL
MCC-2021-2506,2021,LA LIBERTAD,TRUJILLO,EL PORVENIR,M,22,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2021-2507,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,F,28,LICENCIADO/BACHILLER,LABORANDO,CIENCIAS DE LA COMUNICACION
MCC-2021-2508,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,M,25,LICENCIADO/BACHILLER,DESEMPLEADO,INGENIERIA CIVIL
MCC-2021-2509,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,M,23,LICENCIADO/BACHILLER,DESEMPLEADO,INGENIERIA CIVIL
MCC-2021-2510,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,M,23,ESTUDIANTE PREGRADO,DESEMPLEADO,INGENIERIA CIVIL
MCC-2021-2511,2021,LA LIBERTAD,TRUJILLO,LAREDO,M,23,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2021-2512,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,M,29,LICENCIADO/BACHILLER,LABORANDO,DERECHO
MCC-2021-2513,2021,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,F,29,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2021-2514,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,M,29,LICENCIADO/BACHILLER,DESEMPLEADO,NO INFORMO
MCC-2021-2515,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,F,23,LICENCIADO/BACHILLER,DESEMPLEADO,DERECHO
MCC-2021-2516,2021,LA LIBERTAD,TRUJILLO,HUANCHACO,M,23,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2021-2517,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,F,23,ESTUDIANTE PREGRADO,ESTUDIANTE,ARQUITECTURA
MCC-2021-2518,2021,LA LIBERTAD,ASCOPE,CASA GRANDE,M,27,LICENCIADO/BACHILLER,LABORANDO,DERECHO
MCC-2021-2519,2021,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,M,23,ESTUDIANTE PREGRADO,ESTUDIANTE,CIENCIAS DE LA SALUD
MCC-2021-2520,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,F,23,LICENCIADO/BACHILLER,DESEMPLEADO,INGENIERIA INDUSTRIAL
MCC-2021-2521,2021,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,F,25,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2021-2522,2021,LA LIBERTAD,TRUJILLO,LA ESPERANZA,F,23,ESTUDIANTE PREGRADO,ESTUDIANTE,ARQUITECTURA
MCC-2021-2523,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,M,23,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA INDUSTRIAL
MCC-2021-2524,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,M,22,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2021-2525,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,F,20,ESTUDIANTE PREGRADO,ESTUDIANTE,CIENCIAS SOCIALES
MCC-2021-2526,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,M,24,LICENCIADO/BACHILLER,DESEMPLEADO,INGENIERIA INDUSTRIAL
MCC-2021-2527,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,M,26,MAESTRIA,LABORANDO,INGENIERIA CIVIL
MCC-2021-2528,2021,LA LIBERTAD,TRUJILLO,LA ESPERANZA,F,20,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA INDUSTRIAL
MCC-2021-2529,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,M,27,ESTUDIANTE PREGRADO,LABORANDO,DERECHO
MCC-2021-2530,2021,LA LIBERTAD,TRUJILLO,EL PORVENIR,F,26,ESTUDIANTE PREGRADO,PRACTICANTE,DERECHO
MCC-2021-2531,2021,LA LIBERTAD,TRUJILLO,HUANCHACO,M,25,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2021-2532,2021,LA LIBERTAD,OTUZCO,HUARANCHAL,F,24,LICENCIADO/BACHILLER,DESEMPLEADO,INGENIERIA CIVIL
MCC-2021-3658,2021,LA LIBERTAD,TRUJILLO,EL PORVENIR,M,44,ESTUDIANTE PREGRADO,LABORANDO,NO INFORMO
MCC-2021-3659,2021,LA LIBERTAD,ASCOPE,CASA GRANDE,M,22,ESTUDIANTE PREGRADO,PRACTICANTE,DERECHO
MCC-2021-3660,2021,LA LIBERTAD,PACASMAYO,GUADALUPE,F,30,MAESTRIA,LABORANDO,CONTABILIDAD
MCC-2021-3661,2021,LA LIBERTAD,TRUJILLO,EL PORVENIR,F,24,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2021-3662,2021,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,M,24,LICENCIADO/BACHILLER,DESEMPLEADO,INGENIERIA AGRONOMA
MCC-2021-3663,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,F,31,LICENCIADO/BACHILLER,LABORANDO,DERECHO
MCC-2021-3664,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,F,23,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2021-3665,2021,LA LIBERTAD,ASCOPE,RAZURI,M,57,MAESTRIA,CESANTE O JUBILADO,EDUCACION
MCC-2021-3666,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,F,33,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2021-3667,2021,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,M,55,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2021-3668,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,M,28,ESTUDIANTE PREGRADO,LABORANDO,INGENIERIA CIVIL
MCC-2021-3669,2021,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,M,23,ESTUDIANTE PREGRADO,PRACTICANTE,INGENIERIA CIVIL
MCC-2021-3670,2021,LA LIBERTAD,TRUJILLO,LA ESPERANZA,F,43,SECUNDARIA,DESEMPLEADO,NO INFORMO
MCC-2021-3671,2021,LA LIBERTAD,PACASMAYO,GUADALUPE,M,63,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2021-3672,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,M,21,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2021-3673,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,F,30,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2021-3674,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,M,38,LICENCIADO/BACHILLER,LABORANDO,DERECHO
MCC-2021-3675,2021,LA LIBERTAD,OTUZCO,AGALLPAMPA,F,23,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2021-3676,2021,LA LIBERTAD,TRUJILLO,SALAVERRY,M,24,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2021-3677,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,F,39,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2021-3678,2021,LA LIBERTAD,CHEPEN,PACANGA,M,24,ESTUDIANTE PREGRADO,DESEMPLEADO,ADMINISTRACION
MCC-2021-3679,2021,LA LIBERTAD,PACASMAYO,GUADALUPE,M,30,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2021-3680,2021,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,M,34,LICENCIADO/BACHILLER,LABORANDO,DERECHO
MCC-2021-3681,2021,LA LIBERTAD,TRUJILLO,LA ESPERANZA,F,41,MAESTRIA,LABORANDO,CONTABILIDAD
MCC-2021-3682,2021,LA LIBERTAD,TRUJILLO,LA ESPERANZA,F,51,SECUNDARIA,LABORANDO,NO INFORMO
MCC-2021-3683,2021,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,M,29,LICENCIADO/BACHILLER,PRACTICANTE,NO INFORMO
MCC-2021-3684,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,F,43,DOCTORADO,LABORANDO,DERECHO
MCC-2021-3685,2021,LA LIBERTAD,TRUJILLO,EL PORVENIR,M,39,LICENCIADO/BACHILLER,LABORANDO,DERECHO
MCC-2021-3686,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,F,31,LICENCIADO/BACHILLER,LABORANDO,DERECHO
MCC-2021-3687,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,F,24,MAESTRIA,ESTUDIANTE,ECONOMIA
MCC-2021-3688,2021,LA LIBERTAD,VIRU,VIRU,F,27,ESTUDIANTE PREGRADO,DESEMPLEADO,ADMINISTRACION
MCC-2021-3689,2021,LA LIBERTAD,TRUJILLO,LA ESPERANZA,M,21,ESTUDIANTE PREGRADO,DESEMPLEADO,NO INFORMO
MCC-2021-3690,2021,LA LIBERTAD,TRUJILLO,TRUJILLO,F,28,ESTUDIANTE PREGRADO,PRACTICANTE,DERECHO
MCC-2021-3691,2021,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,F,76,SECUNDARIA,DESEMPLEADO,NO INFORMO
MCC-2022-0822,2022,LA LIBERTAD,ASCOPE,ASCOPE,M,26,LICENCIADO/BACHILLER,DESEMPLEADO,INGENIERIA CIVIL
MCC-2022-0823,2022,LA LIBERTAD,BOLIVAR,BAMBAMARCA,M,29,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION
MCC-2022-0824,2022,LA LIBERTAD,CHEPEN,CHEPEN,M,57,LICENCIADO/BACHILLER,LABORANDO,EDUCACION
MCC-2022-0825,2022,LA LIBERTAD,CHEPEN,CHEPEN,M,22,ESTUDIANTE PREGRADO,DESEMPLEADO,NO INFORMO
MCC-2022-0826,2022,LA LIBERTAD,CHEPEN,CHEPEN,M,27,LICENCIADO/BACHILLER,DESEMPLEADO,NO INFORMO
MCC-2022-0827,2022,LA LIBERTAD,CHEPEN,CHEPEN,F,42,LICENCIADO/BACHILLER,DESEMPLEADO,COMPUTACION E INFORMATICA
MCC-2022-0828,2022,LA LIBERTAD,CHEPEN,CHEPEN,M,27,LICENCIADO/BACHILLER,DESEMPLEADO,INGENIERIA CIVIL
MCC-2022-0829,2022,LA LIBERTAD,CHEPEN,PACANGA,F,25,LICENCIADO/BACHILLER,LABORANDO,DERECHO
MCC-2022-0830,2022,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,M,22,SECUNDARIA,ESTUDIANTE,NO INFORMO
MCC-2022-0831,2022,LA LIBERTAD,OTUZCO,OTUZCO,M,31,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2022-0832,2022,LA LIBERTAD,OTUZCO,OTUZCO,M,32,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2022-0833,2022,LA LIBERTAD,OTUZCO,SINSICAP,M,20,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2022-0834,2022,LA LIBERTAD,PACASMAYO,GUADALUPE,F,26,ESTUDIANTE PREGRADO,DESEMPLEADO,COMPUTACION E INFORMATICA
MCC-2022-0835,2022,LA LIBERTAD,PACASMAYO,GUADALUPE,F,24,ESTUDIANTE PREGRADO,LABORANDO,COMPUTACION E INFORMATICA
MCC-2022-0836,2022,LA LIBERTAD,PACASMAYO,GUADALUPE,M,51,MAESTRIA,LABORANDO,ADMINISTRACION
MCC-2022-0837,2022,LA LIBERTAD,PACASMAYO,GUADALUPE,M,43,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2022-0838,2022,LA LIBERTAD,PACASMAYO,GUADALUPE,F,35,LICENCIADO/BACHILLER,DESEMPLEADO,CONTABILIDAD
MCC-2022-0839,2022,LA LIBERTAD,PACASMAYO,GUADALUPE,F,21,ESTUDIANTE PREGRADO,ESTUDIANTE,PSICOLOGIA
MCC-2022-0840,2022,LA LIBERTAD,PACASMAYO,GUADALUPE,F,25,SECUNDARIA,LABORANDO,NO INFORMO
MCC-2022-0841,2022,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,F,22,ESTUDIANTE PREGRADO,ESTUDIANTE,PSICOLOGIA
MCC-2022-0842,2022,LA LIBERTAD,PATAZ,HUAYLILLAS,F,40,MAESTRIA,LABORANDO,CONTABILIDAD
MCC-2022-0843,2022,LA LIBERTAD,PATAZ,PIAS,M,33,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2022-0844,2022,LA LIBERTAD,PATAZ,PIAS,M,21,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2022-0845,2022,LA LIBERTAD,SANCHEZ CARRION,CURGOS,M,29,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2022-0846,2022,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,F,39,MAESTRIA,LABORANDO,INGENIERIA INDUSTRIAL
MCC-2022-0847,2022,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,F,33,MAESTRIA,LABORANDO,NO INFORMO
MCC-2022-0848,2022,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,F,24,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2022-0849,2022,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,F,25,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2022-0850,2022,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,M,48,ESTUDIANTE PREGRADO,LABORANDO,COMPUTACION E INFORMATICA
MCC-2022-0851,2022,LA LIBERTAD,TRUJILLO,EL PORVENIR,M,23,ESTUDIANTE PREGRADO,PRACTICANTE,INGENIERIA INDUSTRIAL
MCC-2022-0852,2022,LA LIBERTAD,TRUJILLO,EL PORVENIR,M,23,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2022-0853,2022,LA LIBERTAD,TRUJILLO,EL PORVENIR,M,20,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2022-0854,2022,LA LIBERTAD,TRUJILLO,EL PORVENIR,M,43,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2022-0855,2022,LA LIBERTAD,TRUJILLO,EL PORVENIR,F,24,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2022-0856,2022,LA LIBERTAD,TRUJILLO,EL PORVENIR,F,22,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2022-0857,2022,LA LIBERTAD,TRUJILLO,EL PORVENIR,F,21,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2022-0858,2022,LA LIBERTAD,TRUJILLO,EL PORVENIR,F,30,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2022-0859,2022,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,M,22,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2022-0860,2022,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,F,19,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2022-0861,2022,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,M,21,ESTUDIANTE PREGRADO,ESTUDIANTE,ARQUITECTURA
MCC-2022-0862,2022,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,F,24,LICENCIADO/BACHILLER,PRACTICANTE,DERECHO
MCC-2022-0863,2022,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,M,26,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2022-0864,2022,LA LIBERTAD,TRUJILLO,HUANCHACO,F,21,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2022-0865,2022,LA LIBERTAD,TRUJILLO,HUANCHACO,F,22,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA INDUSTRIAL
MCC-2022-0866,2022,LA LIBERTAD,TRUJILLO,HUANCHACO,F,25,LICENCIADO/BACHILLER,LABORANDO,CIENCIAS SOCIALES
MCC-2022-0867,2022,LA LIBERTAD,TRUJILLO,LA ESPERANZA,M,39,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2022-0868,2022,LA LIBERTAD,TRUJILLO,LA ESPERANZA,M,22,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2022-0869,2022,LA LIBERTAD,TRUJILLO,LA ESPERANZA,M,28,MAESTRIA,LABORANDO,INGENIERIA AGRONOMA
MCC-2022-0870,2022,LA LIBERTAD,TRUJILLO,LA ESPERANZA,M,22,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2022-0871,2022,LA LIBERTAD,TRUJILLO,LA ESPERANZA,M,26,ESTUDIANTE PREGRADO,ESTUDIANTE,CIENCIAS SOCIALES
MCC-2022-0872,2022,LA LIBERTAD,TRUJILLO,LA ESPERANZA,M,21,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2022-0873,2022,LA LIBERTAD,TRUJILLO,LA ESPERANZA,F,23,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2022-0874,2022,LA LIBERTAD,TRUJILLO,LA ESPERANZA,F,22,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2022-0875,2022,LA LIBERTAD,TRUJILLO,LA ESPERANZA,F,21,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA AMBIENTAL
MCC-2022-0876,2022,LA LIBERTAD,TRUJILLO,LA ESPERANZA,F,40,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2022-0877,2022,LA LIBERTAD,TRUJILLO,LAREDO,F,23,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2022-0878,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,M,36,ESTUDIANTE PREGRADO,LABORANDO,CONTABILIDAD
MCC-2022-0879,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,M,40,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2022-0880,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,M,35,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2022-0881,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,M,18,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2022-0882,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,M,28,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2022-0883,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,M,26,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2022-0884,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,M,29,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2022-0885,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,F,31,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2022-0886,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,M,49,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2022-0887,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,M,21,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2022-0888,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,M,50,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2022-0889,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,F,44,LICENCIADO/BACHILLER,ESTUDIANTE,DERECHO
MCC-2022-0890,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,M,47,LICENCIADO/BACHILLER,DESEMPLEADO,CONTABILIDAD
MCC-2022-0891,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,F,43,MAESTRIA,LABORANDO,CONTABILIDAD
MCC-2022-0892,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,F,21,ESTUDIANTE PREGRADO,DESEMPLEADO,INGENIERIA INDUSTRIAL
MCC-2022-0893,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,M,21,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA AMBIENTAL
MCC-2022-0894,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,M,21,ESTUDIANTE PREGRADO,ESTUDIANTE,EDUCACION
MCC-2022-0895,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,F,27,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2022-0896,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,M,26,LICENCIADO/BACHILLER,DESEMPLEADO,NO INFORMO
